country_region_code,country_region,sub_region_1,sub_region_2,date,解析日,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,VAR00002,VAR00003,VAR00004,VAR00005,VAR00006,VAR00007
JP,Japan,Miyazaki, ,4/21/2020, ,-18,1,-9,-30,-9,7, , , , , , 
JP,Japan,Miyazaki, ,4/22/2020, ,-20,-1,-8,-30,-10,7, , , , , , 
JP,Japan,Miyazaki, ,4/23/2020, ,-21,-1,-12,-31,-10,8, , , , , , 
JP,Japan,Miyazaki, ,4/24/2020, ,-22,1,-14,-34,-10,8, , , , , , 
JP,Japan,Miyazaki, ,4/25/2020, ,-27,1,-18,-39,-17,11, , , , , , 
JP,Japan,Miyazaki, ,4/26/2020, ,-32,-3,-29,-43,-19,10, , , , , , 
JP,Japan,Miyazaki, ,4/27/2020, ,-18,-1,-8,-30,-11,8, , , , , , 
JP,Japan,Miyazaki, ,4/28/2020, ,-14,3,-10,-31,-12,7, , , , , , 
JP,Japan,Miyazaki, ,4/29/2020, ,-14,0,14,-42,-55,16, , , , , , 
JP,Japan,Miyazaki, ,4/30/2020, ,-19,5,0,-36,-16,9, , , , , , 
JP,Japan,Miyazaki, ,5/1/2020, ,-25,2,-9,-39,-18,11, , , , , , 
JP,Japan,Miyazaki, ,5/2/2020, ,-31,0,-18,-47,-19,12, , , , , , 
JP,Japan,Miyazaki, ,5/3/2020, ,-36,-9,-64,-62,-23,13, , , , , , 
JP,Japan,Miyazaki, ,5/4/2020, ,-10,0,5,-40,-64,22, , , , , , 
JP,Japan,Miyazaki, ,5/5/2020, ,-9,3,12,-39,-65,22, , , , , , 
JP,Japan,Miyazaki, ,5/6/2020, ,-18,-2,4,-46,-62,23, , , , , , 
JP,Japan,Miyazaki, ,5/7/2020, ,-20,1,-6,-34,-11,7, , , , , , 
JP,Japan,Miyazaki, ,5/8/2020, ,-23,0,-12,-38,-12,9, , , , , , 
JP,Japan,Miyazaki, ,5/9/2020, ,-27,-2,-33,-50,-11,11, , , , , , 
JP,Japan,Miyazaki, ,5/10/2020, ,-22,1,-47,-53,-16,10, , , , , , 
JP,Japan,Miyazaki, ,5/11/2020, ,-17,-1,-10,-25,-5,5, , , , , , 
JP,Japan,Miyazaki, ,5/12/2020, ,-18,1,-10,-26,-7,6, , , , , , 
JP,Japan,Miyazaki, ,5/13/2020, ,-18,1,-6,-27,-8,6, , , , , , 
JP,Japan,Miyazaki, ,5/14/2020, ,-18,1,1,-28,-8,5, , , , , , 
JP,Japan,Miyazaki, ,5/15/2020, ,-23,-1,-25,-35,-7,8, , , , , , 
JP,Japan,Miyazaki, ,5/16/2020, ,-27,-6,-59,-50,-13,12, , , , , , 
JP,Japan,Miyazaki, ,5/17/2020, ,-19,1,-35,-42,-11,8, , , , , , 
JP,Japan,Miyazaki, ,5/18/2020, ,-23,-9,-44,-35,-7,8, , , , , , 
JP,Japan,Miyazaki, ,5/19/2020, ,-15,1,-15,-28,-6,5, , , , , , 
JP,Japan,Miyazaki, ,5/20/2020, ,-14,1,-8,-25,-6,5, , , , , , 
JP,Japan,Miyazaki, ,5/21/2020, ,-15,1,-4,-23,-7,5, , , , , , 
JP,Japan,Miyazaki, ,5/22/2020, ,-18,-2,-13,-28,-6,6, , , , , , 
JP,Japan,Miyazaki, ,5/23/2020, ,-16,3,-9,-32,-12,7, , , , , , 
JP,Japan,Miyazaki, ,5/24/2020, ,-16,2,-20,-33,-10,6, , , , , , 
JP,Japan,Miyazaki, ,5/25/2020, ,-12,1,-10,-21,-5,4, , , , , , 
JP,Japan,Miyazaki, ,5/26/2020, ,-14,1,-19,-21,-6,5, , , , , , 
JP,Japan,Miyazaki, ,5/27/2020, ,-12,2,-8,-21,-6,4, , , , , , 
JP,Japan,Miyazaki, ,5/28/2020, ,-13,1,2,-20,-6,4, , , , , , 
JP,Japan,Miyazaki, ,5/29/2020, ,-14,2,-8,-23,-6,5, , , , , , 
JP,Japan,Miyazaki, ,5/30/2020, ,-14,2,-24,-31,-8,5, , , , , , 
JP,Japan,Miyazaki, ,5/31/2020, ,-14,2,-53,-39,-9,6, , , , , , 
JP,Japan,Miyazaki, ,6/1/2020, ,-13,-1,-21,-20,-2,3, , , , , , 
JP,Japan,Miyazaki, ,6/2/2020, ,-13,0,-7,-16,-4,4, , , , , , 
JP,Japan,Miyazaki, ,6/3/2020, ,-15,-3,-34,-25,-5,5, , , , , , 
JP,Japan,Miyazaki, ,6/4/2020, ,-13,1,-22,-21,-5,5, , , , , , 
JP,Japan,Miyazaki, ,6/5/2020, ,-13,1,-8,-17,-5,4, , , , , , 
JP,Japan,Nagano, ,2/15/2020, ,-2,3,6,-4,6,0, , , , , , 
JP,Japan,Nagano, ,2/16/2020, ,-5,-1,-31,-9,0,2, , , , , , 
JP,Japan,Nagano, ,2/17/2020, ,1,1,3,1,0,0, , , , , , 
JP,Japan,Nagano, ,2/18/2020, ,2,1,-5,-2,0,1, , , , , , 
JP,Japan,Nagano, ,2/19/2020, ,2,2,5,-1,0,0, , , , , , 
JP,Japan,Nagano, ,2/20/2020, ,3,4,0,1,0,0, , , , , , 
JP,Japan,Nagano, ,2/21/2020, ,-1,2,5,1,1,1, , , , , , 
JP,Japan,Nagano, ,2/22/2020, ,-2,5,-8,6,-2,1, , , , , , 
JP,Japan,Nagano, ,2/23/2020, ,6,9,9,9,1,0, , , , , , 
JP,Japan,Nagano, ,2/24/2020, ,30,6,54,13,-51,13, , , , , , 
JP,Japan,Nagano, ,2/25/2020, ,0,5,-8,-2,1,1, , , , , , 
JP,Japan,Nagano, ,2/26/2020, ,-3,5,-7,-7,1,1, , , , , , 
JP,Japan,Nagano, ,2/27/2020, ,-3,5,-10,-8,0,2, , , , , , 
JP,Japan,Nagano, ,2/28/2020, ,-1,15,-6,-14,1,2, , , , , , 
JP,Japan,Nagano, ,2/29/2020, ,-8,11,-15,-25,7,3, , , , , , 
JP,Japan,Nagano, ,3/1/2020, ,-9,7,-10,-26,2,4, , , , , , 
JP,Japan,Nagano, ,3/2/2020, ,-6,3,-6,-21,0,3, , , , , , 
JP,Japan,Nagano, ,3/3/2020, ,-1,7,4,-19,-1,3, , , , , , 
JP,Japan,Nagano, ,3/4/2020, ,-6,2,-8,-22,-2,4, , , , , , 
JP,Japan,Nagano, ,3/5/2020, ,-6,1,-12,-20,-2,4, , , , , , 
JP,Japan,Nagano, ,3/6/2020, ,-8,1,1,-21,-1,4, , , , , , 
JP,Japan,Nagano, ,3/7/2020, ,-10,2,-1,-25,0,5, , , , , , 
JP,Japan,Nagano, ,3/8/2020, ,-12,0,-38,-31,-3,6, , , , , , 
JP,Japan,Nagano, ,3/9/2020, ,-5,-1,13,-19,-2,3, , , , , , 
JP,Japan,Nagano, ,3/10/2020, ,-5,0,-25,-21,-3,4, , , , , , 
JP,Japan,Nagano, ,3/11/2020, ,-1,4,8,-18,-3,3, , , , , , 
JP,Japan,Nagano, ,3/12/2020, ,0,4,12,-16,-2,3, , , , , , 
JP,Japan,Nagano, ,3/13/2020, ,-3,2,7,-20,-2,4, , , , , , 
JP,Japan,Nagano, ,3/14/2020, ,-13,-5,-44,-34,-6,7, , , , , , 
JP,Japan,Nagano, ,3/15/2020, ,-4,5,-6,-25,-1,4, , , , , , 
JP,Japan,Nagano, ,3/16/2020, ,-9,-4,-20,-21,-2,4, , , , , , 
JP,Japan,Nagano, ,3/17/2020, ,3,4,4,-18,-3,3, , , , , , 
JP,Japan,Nagano, ,3/18/2020, ,1,3,13,-16,-4,3, , , , , , 
JP,Japan,Nagano, ,3/19/2020, ,9,7,14,-8,-3,1, , , , , , 
JP,Japan,Nagano, ,3/20/2020, ,17,11,23,-12,-51,16, , , , , , 
JP,Japan,Nagano, ,3/21/2020, ,-2,7,31,-11,-6,3, , , , , , 
JP,Japan,Nagano, ,3/22/2020, ,-6,3,-15,-12,0,3, , , , , , 
JP,Japan,Nagano, ,3/23/2020, ,-1,1,10,-13,-2,2, , , , , , 
JP,Japan,Nagano, ,3/24/2020, ,1,2,-5,-16,-3,3, , , , , , 
JP,Japan,Nagano, ,3/25/2020, ,4,7,16,-13,-4,2, , , , , , 
JP,Japan,Nagano, ,3/26/2020, ,3,10,26,-11,-4,2, , , , , , 
JP,Japan,Nagano, ,3/27/2020, ,-3,5,-6,-20,-5,5, , , , , , 
JP,Japan,Nagano, ,3/28/2020, ,-11,3,-25,-33,-3,5, , , , , , 
JP,Japan,Nagano, ,3/29/2020, ,-31,-11,-56,-44,-4,8, , , , , , 
JP,Japan,Nagano, ,3/30/2020, ,-4,4,-11,-22,-6,4, , , , , , 
JP,Japan,Nagano, ,3/31/2020, ,0,8,0,-24,-4,4, , , , , , 
JP,Japan,Nagano, ,4/1/2020, ,-13,0,-23,-29,-6,5, , , , , , 
JP,Japan,Nagano, ,4/2/2020, ,-8,4,0,-27,-7,5, , , , , , 
JP,Japan,Nagano, ,4/3/2020, ,-11,3,17,-29,-6,5, , , , , , 
JP,Japan,Nagano, ,4/4/2020, ,-16,4,8,-38,-7,6, , , , , , 
JP,Japan,Nagano, ,4/5/2020, ,-18,5,-7,-42,-7,6, , , , , , 
JP,Japan,Nagano, ,4/6/2020, ,-9,3,9,-26,-9,5, , , , , , 
JP,Japan,Nagano, ,4/7/2020, ,-9,5,10,-24,-6,4, , , , , , 
JP,Japan,Nagano, ,4/8/2020, ,-15,4,11,-26,-6,4, , , , , , 
JP,Japan,Nagano, ,4/9/2020, ,-16,2,7,-27,-6,5, , , , , , 
JP,Japan,Nagano, ,4/10/2020, ,-19,2,-3,-38,-8,7, , , , , , 
JP,Japan,Nagano, ,4/11/2020, ,-27,0,4,-50,-16,10, , , , , , 
JP,Japan,Nagano, ,4/12/2020, ,-31,-2,-18,-56,-14,9, , , , , , 
JP,Japan,Nagano, ,4/13/2020, ,-30,-10,-40,-42,-9,9, , , , , , 
JP,Japan,Nagano, ,4/14/2020, ,-17,2,0,-36,-9,7, , , , , , 
JP,Japan,Nagano, ,4/15/2020, ,-16,6,23,-35,-10,7, , , , , , 
JP,Japan,Nagano, ,4/16/2020, ,-19,3,13,-37,-11,7, , , , , , 
JP,Japan,Nagano, ,4/17/2020, ,-24,2,3,-44,-12,10, , , , , , 
JP,Japan,Nagano, ,4/18/2020, ,-44,-14,-60,-66,-18,14, , , , , , 
JP,Japan,Nagano, ,4/19/2020, ,-35,-4,-10,-57,-15,10, , , , , , 
JP,Japan,Nagano, ,4/20/2020, ,-29,-6,-29,-46,-12,10, , , , , , 
JP,Japan,Nagano, ,4/21/2020, ,-24,-2,5,-43,-13,9, , , , , , 
JP,Japan,Nagano, ,4/22/2020, ,-28,-4,-5,-45,-14,9, , , , , , 
JP,Japan,Nagano, ,4/23/2020, ,-29,-4,-5,-45,-14,10, , , , , , 
JP,Japan,Nagano, ,4/24/2020, ,-32,-2,-13,-51,-15,12, , , , , , 
JP,Japan,Nagano, ,4/25/2020, ,-38,-6,-14,-61,-21,12, , , , , , 
JP,Japan,Nagano, ,4/26/2020, ,-42,-10,-33,-67,-22,12, , , , , , 
JP,Japan,Nagano, ,4/27/2020, ,-26,-2,-2,-47,-16,10, , , , , , 
JP,Japan,Nagano, ,4/28/2020, ,-20,3,1,-48,-17,9, , , , , , 
JP,Japan,Nagano, ,4/29/2020, ,-22,-6,18,-62,-57,19, , , , , , 
JP,Japan,Nagano, ,4/30/2020, ,-22,4,5,-49,-23,12, , , , , , 
JP,Japan,Nagano, ,5/1/2020, ,-26,1,3,-55,-28,16, , , , , , 
JP,Japan,Nagano, ,5/2/2020, ,-39,-6,-17,-64,-24,13, , , , , , 
JP,Japan,Nagano, ,5/3/2020, ,-39,-7,-18,-67,-24,10, , , , , , 
JP,Japan,Nagano, ,5/4/2020, ,-14,-3,10,-68,-72,27, , , , , , 
JP,Japan,Nagano, ,5/5/2020, ,-10,3,26,-64,-72,27, , , , , , 
JP,Japan,Nagano, ,5/6/2020, ,-27,-10,-31,-71,-70,29, , , , , , 
JP,Japan,Nagano, ,5/7/2020, ,-25,0,-2,-49,-18,11, , , , , , 
JP,Japan,Nagano, ,5/8/2020, ,-28,-1,5,-51,-18,12, , , , , , 
JP,Japan,Nagano, ,5/9/2020, ,-38,-8,-29,-65,-10,11, , , , , , 
JP,Japan,Nagano, ,5/10/2020, ,-33,-6,-49,-69,-17,11, , , , , , 
JP,Japan,Nagano, ,5/11/2020, ,-26,-2,-4,-45,-11,8, , , , , , 
JP,Japan,Nagano, ,5/12/2020, ,-23,1,0,-44,-12,9, , , , , , 
JP,Japan,Nagano, ,5/13/2020, ,-22,-2,2,-45,-13,9, , , , , , 
JP,Japan,Nagano, ,5/14/2020, ,-23,0,4,-45,-12,8, , , , , , 
JP,Japan,Nagano, ,5/15/2020, ,-25,-1,-2,-48,-13,11, , , , , , 
JP,Japan,Nagano, ,5/16/2020, ,-31,-7,-49,-63,-16,12, , , , , , 
JP,Japan,Nagano, ,5/17/2020, ,-27,-4,-6,-54,-13,8, , , , , , 
JP,Japan,Nagano, ,5/18/2020, ,-22,-4,-7,-40,-10,8, , , , , , 
JP,Japan,Nagano, ,5/19/2020, ,-19,-2,-18,-41,-11,9, , , , , , 
JP,Japan,Nagano, ,5/20/2020, ,-18,1,-1,-39,-11,8, , , , , , 
JP,Japan,Nagano, ,5/21/2020, ,-20,-2,-7,-39,-11,8, , , , , , 
JP,Japan,Nagano, ,5/22/2020, ,-21,-2,1,-42,-11,9, , , , , , 
JP,Japan,Nagano, ,5/23/2020, ,-23,-2,-8,-51,-15,9, , , , , , 
JP,Japan,Nagano, ,5/24/2020, ,-22,-2,0,-48,-12,7, , , , , , 
JP,Japan,Nagano, ,5/25/2020, ,-17,-1,1,-36,-9,6, , , , , , 
JP,Japan,Nagano, ,5/26/2020, ,-16,0,-10,-37,-8,7, , , , , , 
JP,Japan,Nagano, ,5/27/2020, ,-14,2,7,-34,-9,6, , , , , , 
JP,Japan,Nagano, ,5/28/2020, ,-14,1,5,-34,-9,6, , , , , , 
JP,Japan,Nagano, ,5/29/2020, ,-16,2,4,-38,-10,8, , , , , , 
JP,Japan,Nagano, ,5/30/2020, ,-19,0,-6,-45,-10,7, , , , , , 
JP,Japan,Nagano, ,5/31/2020, ,-18,0,-24,-47,-8,6, , , , , , 
JP,Japan,Nagano, ,6/1/2020, ,-16,-3,-6,-30,-4,5, , , , , , 
JP,Japan,Nagano, ,6/2/2020, ,-12,2,3,-29,-5,5, , , , , , 
JP,Japan,Nagano, ,6/3/2020, ,-13,2,8,-28,-6,5, , , , , , 
JP,Japan,Nagano, ,6/4/2020, ,-13,1,4,-26,-6,5, , , , , , 
JP,Japan,Nagano, ,6/5/2020, ,-13,2,5,-29,-9,6, , , , , , 
JP,Japan,Nagasaki, ,2/15/2020, ,-2,2,-11,-7,2,0, , , , , , 
JP,Japan,Nagasaki, ,2/16/2020, ,-6,-3,-35,-13,-1,2, , , , , , 
JP,Japan,Nagasaki, ,2/17/2020, ,-9,-1,-22,-6,1,3, , , , , , 
JP,Japan,Nagasaki, ,2/18/2020, ,-2,-2,-16,-3,-1,1, , , , , , 
JP,Japan,Nagasaki, ,2/19/2020, ,2,1,5,1,1,0, , , , , , 
JP,Japan,Nagasaki, ,2/20/2020, ,4,3,5,2,1,0, , , , , , 
JP,Japan,Nagasaki, ,2/21/2020, ,0,2,-1,3,1,0, , , , , , 
JP,Japan,Nagasaki, ,2/22/2020, ,-1,4,-3,-1,-1,0, , , , , , 
JP,Japan,Nagasaki, ,2/23/2020, ,7,6,34,14,2,-2, , , , , , 
JP,Japan,Nagasaki, ,2/24/2020, ,18,3,42,-3,-48,10, , , , , , 
JP,Japan,Nagasaki, ,2/25/2020, ,0,3,-12,2,1,0, , , , , , 
JP,Japan,Nagasaki, ,2/26/2020, ,2,4,4,-1,2,0, , , , , , 
JP,Japan,Nagasaki, ,2/27/2020, ,2,6,3,-3,1,0, , , , , , 
JP,Japan,Nagasaki, ,2/28/2020, ,-1,10,-17,-10,2,2, , , , , , 
JP,Japan,Nagasaki, ,2/29/2020, ,-9,7,-40,-26,3,4, , , , , , 
JP,Japan,Nagasaki, ,3/1/2020, ,-8,4,-27,-24,3,4, , , , , , 
JP,Japan,Nagasaki, ,3/2/2020, ,-3,6,0,-12,2,2, , , , , , 
JP,Japan,Nagasaki, ,3/3/2020, ,-2,5,-7,-13,1,2, , , , , , 
JP,Japan,Nagasaki, ,3/4/2020, ,-5,1,-9,-17,-1,3, , , , , , 
JP,Japan,Nagasaki, ,3/5/2020, ,-3,3,-1,-15,-1,3, , , , , , 
JP,Japan,Nagasaki, ,3/6/2020, ,-6,1,-2,-17,-1,3, , , , , , 
JP,Japan,Nagasaki, ,3/7/2020, ,-14,-4,-37,-32,-3,6, , , , , , 
JP,Japan,Nagasaki, ,3/8/2020, ,-5,5,13,-20,0,3, , , , , , 
JP,Japan,Nagasaki, ,3/9/2020, ,-8,-1,-8,-15,1,3, , , , , , 
JP,Japan,Nagasaki, ,3/10/2020, ,-3,1,-23,-19,-3,4, , , , , , 
JP,Japan,Nagasaki, ,3/11/2020, ,1,4,6,-12,-1,2, , , , , , 
JP,Japan,Nagasaki, ,3/12/2020, ,0,5,10,-11,-1,2, , , , , , 
JP,Japan,Nagasaki, ,3/13/2020, ,-3,2,-7,-15,-1,3, , , , , , 
JP,Japan,Nagasaki, ,3/14/2020, ,-4,5,-3,-23,-3,3, , , , , , 
JP,Japan,Nagasaki, ,3/15/2020, ,-5,5,1,-22,-2,4, , , , , , 
JP,Japan,Nagasaki, ,3/16/2020, ,-5,3,1,-13,1,3, , , , , , 
JP,Japan,Nagasaki, ,3/17/2020, ,-1,3,0,-12,-2,2, , , , , , 
JP,Japan,Nagasaki, ,3/18/2020, ,2,3,14,-10,-2,2, , , , , , 
JP,Japan,Nagasaki, ,3/19/2020, ,7,6,7,-6,-1,0, , , , , , 
JP,Japan,Nagasaki, ,3/20/2020, ,13,7,34,-17,-46,12, , , , , , 
JP,Japan,Nagasaki, ,3/21/2020, ,-3,6,25,-13,-5,2, , , , , , 
JP,Japan,Nagasaki, ,3/22/2020, ,-7,1,-3,-16,-2,3, , , , , , 
JP,Japan,Nagasaki, ,3/23/2020, ,-2,4,15,-6,0,2, , , , , , 
JP,Japan,Nagasaki, ,3/24/2020, ,1,3,8,-7,-1,2, , , , , , 
JP,Japan,Nagasaki, ,3/25/2020, ,6,8,23,-3,-2,1, , , , , , 
JP,Japan,Nagasaki, ,3/26/2020, ,-3,1,-19,-12,-3,3, , , , , , 
JP,Japan,Nagasaki, ,3/27/2020, ,-9,-3,-31,-17,-5,5, , , , , , 
JP,Japan,Nagasaki, ,3/28/2020, ,-10,1,-33,-24,-4,5, , , , , , 
JP,Japan,Nagasaki, ,3/29/2020, ,-3,8,30,-12,3,2, , , , , , 
JP,Japan,Nagasaki, ,3/30/2020, ,-3,4,-11,-11,-2,3, , , , , , 
JP,Japan,Nagasaki, ,3/31/2020, ,-1,6,-2,-11,-2,2, , , , , , 
JP,Japan,Nagasaki, ,4/1/2020, ,-9,2,-17,-20,-5,4, , , , , , 
JP,Japan,Nagasaki, ,4/2/2020, ,-7,6,19,-17,-6,3, , , , , , 
JP,Japan,Nagasaki, ,4/3/2020, ,-12,4,8,-21,-6,5, , , , , , 
JP,Japan,Nagasaki, ,4/4/2020, ,-16,7,18,-32,-7,6, , , , , , 
JP,Japan,Nagasaki, ,4/5/2020, ,-15,8,29,-34,-7,6, , , , , , 
JP,Japan,Nagasaki, ,4/6/2020, ,-11,6,15,-18,-4,4, , , , , , 
JP,Japan,Nagasaki, ,4/7/2020, ,-8,5,2,-20,-8,4, , , , , , 
JP,Japan,Nagasaki, ,4/8/2020, ,-9,4,8,-21,-10,4, , , , , , 
JP,Japan,Nagasaki, ,4/9/2020, ,-13,4,3,-24,-7,5, , , , , , 
JP,Japan,Nagasaki, ,4/10/2020, ,-15,3,-8,-26,-7,5, , , , , , 
JP,Japan,Nagasaki, ,4/11/2020, ,-18,5,-6,-40,-13,8, , , , , , 
JP,Japan,Nagasaki, ,4/12/2020, ,-27,-5,-48,-53,-14,10, , , , , , 
JP,Japan,Nagasaki, ,4/13/2020, ,-20,-1,-28,-31,-5,6, , , , , , 
JP,Japan,Nagasaki, ,4/14/2020, ,-13,2,-7,-26,-7,5, , , , , , 
JP,Japan,Nagasaki, ,4/15/2020, ,-11,8,-1,-24,-7,4, , , , , , 
JP,Japan,Nagasaki, ,4/16/2020, ,-13,7,0,-26,-7,5, , , , , , 
JP,Japan,Nagasaki, ,4/17/2020, ,-21,0,-27,-33,-8,8, , , , , , 
JP,Japan,Nagasaki, ,4/18/2020, ,-25,2,-13,-48,-12,9, , , , , , 
JP,Japan,Nagasaki, ,4/19/2020, ,-32,-7,-33,-57,-16,11, , , , , , 
JP,Japan,Nagasaki, ,4/20/2020, ,-20,1,-10,-32,-6,6, , , , , , 
JP,Japan,Nagasaki, ,4/21/2020, ,-21,0,-14,-36,-10,7, , , , , , 
JP,Japan,Nagasaki, ,4/22/2020, ,-25,-4,-12,-39,-12,8, , , , , , 
JP,Japan,Nagasaki, ,4/23/2020, ,-26,-3,-18,-42,-13,9, , , , , , 
JP,Japan,Nagasaki, ,4/24/2020, ,-26,0,-17,-44,-13,10, , , , , , 
JP,Japan,Nagasaki, ,4/25/2020, ,-33,-1,-21,-53,-18,12, , , , , , 
JP,Japan,Nagasaki, ,4/26/2020, ,-36,-5,-17,-57,-21,11, , , , , , 
JP,Japan,Nagasaki, ,4/27/2020, ,-25,-1,-4,-40,-13,9, , , , , , 
JP,Japan,Nagasaki, ,4/28/2020, ,-21,2,-9,-41,-16,8, , , , , , 
JP,Japan,Nagasaki, ,4/29/2020, ,-21,-4,10,-56,-56,16, , , , , , 
JP,Japan,Nagasaki, ,4/30/2020, ,-21,4,-1,-38,-20,10, , , , , , 
JP,Japan,Nagasaki, ,5/1/2020, ,-28,-1,-10,-43,-22,13, , , , , , 
JP,Japan,Nagasaki, ,5/2/2020, ,-34,-3,-15,-51,-22,12, , , , , , 
JP,Japan,Nagasaki, ,5/3/2020, ,-41,-14,-56,-64,-28,14, , , , , , 
JP,Japan,Nagasaki, ,5/4/2020, ,-16,-1,1,-56,-64,23, , , , , , 
JP,Japan,Nagasaki, ,5/5/2020, ,-14,-1,6,-54,-65,23, , , , , , 
JP,Japan,Nagasaki, ,5/6/2020, ,-21,-6,4,-56,-62,23, , , , , , 
JP,Japan,Nagasaki, ,5/7/2020, ,-21,-1,-7,-36,-12,8, , , , , , 
JP,Japan,Nagasaki, ,5/8/2020, ,-24,-2,-12,-38,-12,9, , , , , , 
JP,Japan,Nagasaki, ,5/9/2020, ,-32,-7,-50,-54,-12,12, , , , , , 
JP,Japan,Nagasaki, ,5/10/2020, ,-22,-2,-40,-51,-14,10, , , , , , 
JP,Japan,Nagasaki, ,5/11/2020, ,-20,0,-6,-29,-7,6, , , , , , 
JP,Japan,Nagasaki, ,5/12/2020, ,-19,-1,-13,-31,-9,6, , , , , , 
JP,Japan,Nagasaki, ,5/13/2020, ,-18,-1,-2,-29,-9,6, , , , , , 
JP,Japan,Nagasaki, ,5/14/2020, ,-19,-1,-6,-29,-10,6, , , , , , 
JP,Japan,Nagasaki, ,5/15/2020, ,-26,-6,-35,-38,-10,9, , , , , , 
JP,Japan,Nagasaki, ,5/16/2020, ,-24,-4,-42,-49,-13,10, , , , , , 
JP,Japan,Nagasaki, ,5/17/2020, ,-18,0,-7,-46,-12,7, , , , , , 
JP,Japan,Nagasaki, ,5/18/2020, ,-26,-8,-38,-35,-8,8, , , , , , 
JP,Japan,Nagasaki, ,5/19/2020, ,-15,0,-17,-29,-7,6, , , , , , 
JP,Japan,Nagasaki, ,5/20/2020, ,-12,2,-5,-25,-8,5, , , , , , 
JP,Japan,Nagasaki, ,5/21/2020, ,-14,1,-6,-25,-8,5, , , , , , 
JP,Japan,Nagasaki, ,5/22/2020, ,-17,-1,-14,-28,-8,6, , , , , , 
JP,Japan,Nagasaki, ,5/23/2020, ,-16,2,-7,-35,-11,6, , , , , , 
JP,Japan,Nagasaki, ,5/24/2020, ,-14,2,8,-34,-10,5, , , , , , 
JP,Japan,Nagasaki, ,5/25/2020, ,-14,3,-7,-22,-5,5, , , , , , 
JP,Japan,Nagasaki, ,5/26/2020, ,-15,0,-24,-25,-7,5, , , , , , 
JP,Japan,Nagasaki, ,5/27/2020, ,-11,1,-4,-22,-6,4, , , , , , 
JP,Japan,Nagasaki, ,5/28/2020, ,-12,1,-5,-21,-7,5, , , , , , 
JP,Japan,Nagasaki, ,5/29/2020, ,-14,1,-12,-24,-6,5, , , , , , 
JP,Japan,Nagasaki, ,5/30/2020, ,-14,2,-14,-33,-8,5, , , , , , 
JP,Japan,Nagasaki, ,5/31/2020, ,-10,4,-5,-34,-9,5, , , , , , 
JP,Japan,Nagasaki, ,6/1/2020, ,-15,0,-14,-21,-2,4, , , , , , 
JP,Japan,Nagasaki, ,6/2/2020, ,-13,-2,-11,-21,-5,4, , , , , , 
JP,Japan,Nagasaki, ,6/3/2020, ,-13,-2,-15,-23,-5,4, , , , , , 
JP,Japan,Nagasaki, ,6/4/2020, ,-11,0,-7,-20,-5,4, , , , , , 
JP,Japan,Nagasaki, ,6/5/2020, ,-12,0,-13,-25,-6,4, , , , , , 
JP,Japan,Nara, ,2/15/2020, ,-1,8,-15,-7,3,1, , , , , , 
JP,Japan,Nara, ,2/16/2020, ,-10,-5,-41,-17,-2,3, , , , , , 
JP,Japan,Nara, ,2/17/2020, ,-5,4,-14,-2,2,1, , , , , , 
JP,Japan,Nara, ,2/18/2020, ,-4,4,-11,-4,-1,1, , , , , , 
JP,Japan,Nara, ,2/19/2020, ,-1,5,9,-2,0,0, , , , , , 
JP,Japan,Nara, ,2/20/2020, ,2,5,6,-2,-1,0, , , , , , 
JP,Japan,Nara, ,2/21/2020, ,-1,5,12,1,0,0, , , , , , 
JP,Japan,Nara, ,2/22/2020, ,-7,0,-32,-13,-2,2, , , , , , 
JP,Japan,Nara, ,2/23/2020, ,1,10,31,1,1,0, , , , , , 
JP,Japan,Nara, ,2/24/2020, ,24,14,75,-28,-56,14, , , , , , 
JP,Japan,Nara, ,2/25/2020, ,0,9,-5,-2,1,1, , , , , , 
JP,Japan,Nara, ,2/26/2020, ,0,6,-1,-1,0,1, , , , , , 
JP,Japan,Nara, ,2/27/2020, ,-1,6,-6,-5,-1,1, , , , , , 
JP,Japan,Nara, ,2/28/2020, ,2,15,-2,-5,2,1, , , , , , 
JP,Japan,Nara, ,2/29/2020, ,-6,7,-44,-26,2,4, , , , , , 
JP,Japan,Nara, ,3/1/2020, ,-3,21,12,-20,3,2, , , , , , 
JP,Japan,Nara, ,3/2/2020, ,-5,11,1,-11,-1,3, , , , , , 
JP,Japan,Nara, ,3/3/2020, ,0,13,14,-13,-2,3, , , , , , 
JP,Japan,Nara, ,3/4/2020, ,-13,-3,-32,-17,-5,5, , , , , , 
JP,Japan,Nara, ,3/5/2020, ,-6,6,-8,-15,-4,4, , , , , , 
JP,Japan,Nara, ,3/6/2020, ,-5,6,14,-14,-3,4, , , , , , 
JP,Japan,Nara, ,3/7/2020, ,-4,9,10,-26,-5,4, , , , , , 
JP,Japan,Nara, ,3/8/2020, ,-15,1,-41,-37,-7,6, , , , , , 
JP,Japan,Nara, ,3/9/2020, ,-5,6,20,-10,-2,3, , , , , , 
JP,Japan,Nara, ,3/10/2020, ,-10,-2,-33,-17,-6,5, , , , , , 
JP,Japan,Nara, ,3/11/2020, ,-2,7,13,-12,-5,3, , , , , , 
